tanggal,KASUS,MENINGGAL,SEMBUH,DIRAWAT_OR_ISOLASI,AKUMULASI_KASUS,AKUMULASI_SEMBUH,AKUMULASI_MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,PROVINSI
7/6/2021,89,4,23,62,12069,10385,247,1437,SULAWESI TENGGARA
7/7/2021,52,0,11,41,13436,11425,492,1519,NUSA TENGGARA BARAT
7/7/2021,731,4,28,699,21799,17252,484,4063,NUSA TENGGARA TIMUR
7/7/2021,111,5,36,70,36832,34618,1085,1129,KALIMANTAN SELATAN
7/7/2021,162,1,26,135,13982,12271,207,1504,KALIMANTAN UTARA
7/7/2021,62,1,26,35,6172,5568,126,478,SULAWESI BARAT
7/7/2021,218,1,24,193,6230,4598,139,1493,MALUKU UTARA
7/7/2021,532,15,193,324,73723,67467,1995,4261,RIAU
7/7/2021,1370,33,800,537,69471,52398,1813,15260,DAERAH ISTIMEWA YOGYAKARTA
7/7/2021,69,4,0,65,21277,11664,282,9331,PAPUA
7/7/2021,287,1,48,238,12557,9680,190,2687,PAPUA BARAT
7/7/2021,757,24,325,408,81758,73073,1955,6730,KALIMANTAN TIMUR
7/7/2021,227,0,144,83,11306,9360,193,1753,BENGKULU
7/7/2021,114,7,31,76,19898,15352,840,3706,ACEH
7/7/2021,190,2,140,48,37429,33320,1221,2888,SUMATERA UTARA
7/7/2021,223,9,93,121,22612,20510,354,1748,KEPULAUAN BANGKA BELITUNG
7/7/2021,676,3,109,564,54187,48227,1239,4721,SUMATERA BARAT
7/7/2021,320,1,16,303,23622,19063,1139,3420,LAMPUNG
7/7/2021,9365,142,3655,5568,610257,501022,8976,100259,DKI JAKARTA
7/7/2021,3949,368,2772,809,278199,218622,12399,47178,JAWA TENGAH
7/7/2021,608,12,756,-160,29456,23745,623,5088,KEPULAUAN RIAU
7/7/2021,504,8,210,286,52828,48144,1605,3079,BALI
7/7/2021,282,11,108,163,16227,14070,407,1750,KALIMANTAN BARAT
7/7/2021,286,1,38,247,27342,20847,549,5946,KALIMANTAN TENGAH
7/7/2021,129,2,13,114,16923,15460,562,901,SULAWESI UTARA
7/7/2021,106,4,44,58,13617,11636,280,1701,JAMBI
7/7/2021,118,2,15,101,14279,12870,414,995,SULAWESI TENGAH
7/7/2021,86,1,15,70,6111,5546,185,380,GORONTALO
7/7/2021,8566,78,4304,4184,428974,348240,5982,74752,JAWA BARAT
7/7/2021,2545,165,1211,1169,184613,158198,13503,12912,JAWA TIMUR
7/7/2021,258,6,8,244,9952,7699,157,2096,MALUKU
7/7/2021,485,8,73,404,66268,62374,1001,2893,SULAWESI SELATAN
7/7/2021,358,16,139,203,30509,26672,1520,2317,SUMATERA SELATAN
7/7/2021,612,13,168,431,60672,50199,1443,9030,BANTEN
7/7/2021,119,2,15,102,12188,10400,249,1539,SULAWESI TENGGARA
7/8/2021,22,1,21,0,13458,11446,493,1519,NUSA TENGGARA BARAT
7/8/2021,914,5,43,866,22713,17295,489,4929,NUSA TENGGARA TIMUR
7/8/2021,144,3,82,59,36976,34700,1088,1188,KALIMANTAN SELATAN
7/8/2021,124,1,27,96,14106,12298,208,1600,KALIMANTAN UTARA
7/8/2021,45,1,4,40,6217,5572,127,518,SULAWESI BARAT
7/8/2021,125,2,19,104,6355,4617,141,1597,MALUKU UTARA
7/8/2021,672,8,209,455,74395,67676,2003,4716,RIAU
7/8/2021,1424,38,918,468,70895,53316,1851,15728,DAERAH ISTIMEWA YOGYAKARTA
7/8/2021,101,1,5,95,21378,11669,283,9426,PAPUA
7/8/2021,317,3,86,228,12874,9766,193,2915,PAPUA BARAT
7/8/2021,980,30,236,714,82738,73309,1985,7444,KALIMANTAN TIMUR
7/8/2021,264,1,92,171,11570,9452,194,1924,BENGKULU
7/8/2021,162,7,53,102,20060,15405,847,3808,ACEH
7/8/2021,275,5,199,71,37704,33519,1226,2959,SUMATERA UTARA
7/8/2021,288,5,99,184,22900,20609,359,1932,KEPULAUAN BANGKA BELITUNG
7/8/2021,770,10,314,446,54957,48541,1249,5167,SUMATERA BARAT
7/8/2021,372,2,50,320,23994,19113,1141,3740,LAMPUNG
7/8/2021,12974,136,10854,1984,623231,511876,9112,102243,DKI JAKARTA
7/8/2021,4226,247,2258,1721,282425,220880,12646,48899,JAWA TENGAH
7/8/2021,456,5,33,418,29912,23778,628,5506,KEPULAUAN RIAU
7/8/2021,577,7,265,305,53405,48409,1612,3384,BALI
7/8/2021,288,7,156,125,16515,14226,414,1875,KALIMANTAN BARAT
7/8/2021,250,3,23,224,27592,20870,552,6170,KALIMANTAN TENGAH
7/8/2021,225,1,56,168,17148,15516,563,1069,SULAWESI UTARA
7/8/2021,132,1,136,-5,13749,11772,281,1696,JAMBI
7/8/2021,157,3,35,119,14436,12905,417,1114,SULAWESI TENGAH
7/8/2021,41,0,7,34,6152,5553,185,414,GORONTALO
7/8/2021,7044,132,3755,3157,436018,351995,6114,77909,JAWA BARAT
7/8/2021,2549,183,1296,1070,187162,159494,13686,13982,JAWA TIMUR
7/8/2021,303,4,9,290,10255,7708,161,2386,MALUKU
7/8/2021,500,10,147,343,66768,62521,1011,3236,SULAWESI SELATAN
7/8/2021,296,16,167,113,30805,26839,1536,2430,SUMATERA SELATAN
7/8/2021,503,5,143,355,61175,50342,1448,9385,BANTEN
7/8/2021,135,1,8,126,12323,10408,250,1665,SULAWESI TENGGARA
7/9/2021,8,0,3,5,13466,11449,493,1524,NUSA TENGGARA BARAT
7/9/2021,220,5,90,125,22933,17385,494,5054,NUSA TENGGARA TIMUR
7/9/2021,200,3,73,124,37176,34773,1091,1312,KALIMANTAN SELATAN
7/9/2021,168,1,20,147,14274,12318,209,1747,KALIMANTAN UTARA
7/9/2021,34,0,23,11,6251,5595,127,529,SULAWESI BARAT
7/9/2021,171,1,33,137,6526,4650,142,1734,MALUKU UTARA
7/9/2021,504,16,299,189,74899,67975,2019,4905,RIAU
7/9/2021,1665,44,902,719,72560,54218,1895,16447,DAERAH ISTIMEWA YOGYAKARTA
7/9/2021,125,1,21,103,21503,11690,284,9529,PAPUA
7/9/2021,213,4,54,155,13087,9820,197,3070,PAPUA BARAT
7/9/2021,1020,18,432,570,83758,73741,2003,8014,KALIMANTAN TIMUR
7/9/2021,101,0,67,34,11671,9519,194,1958,BENGKULU
7/9/2021,80,13,108,-41,20140,15513,860,3767,ACEH
7/9/2021,336,5,241,90,38040,33760,1231,3049,SUMATERA UTARA
7/9/2021,287,7,122,158,23187,20731,366,2090,KEPULAUAN BANGKA BELITUNG
7/9/2021,718,11,274,433,55675,48815,1260,5600,SUMATERA BARAT
7/9/2021,383,7,76,300,24377,19189,1148,4040,LAMPUNG
7/9/2021,13111,138,15029,-2056,636342,526905,9250,100187,DKI JAKARTA
7/9/2021,4606,200,3044,1362,287031,223924,12846,50261,JAWA TENGAH
7/9/2021,725,10,142,573,30637,23920,638,6079,KEPULAUAN RIAU
7/9/2021,674,6,288,380,54079,48697,1618,3764,BALI
7/9/2021,296,0,143,153,16811,14369,414,2028,KALIMANTAN BARAT
7/9/2021,216,0,144,72,27808,21014,552,6242,KALIMANTAN TENGAH
7/9/2021,278,9,9,260,17426,15525,572,1329,SULAWESI UTARA
7/9/2021,186,2,118,66,13935,11890,283,1762,JAMBI
7/9/2021,233,6,82,145,14669,12987,423,1259,SULAWESI TENGAH
7/9/2021,11,1,26,-16,6163,5579,186,398,GORONTALO
7/9/2021,7631,164,5428,2039,443649,357423,6278,79948,JAWA BARAT
7/9/2021,2534,179,1730,625,189696,161224,13865,14607,JAWA TIMUR
7/9/2021,210,3,0,207,10465,7708,164,2593,MALUKU
7/9/2021,511,7,119,385,67279,62640,1018,3621,SULAWESI SELATAN
7/9/2021,341,6,221,114,31146,27060,1542,2544,SUMATERA SELATAN
7/9/2021,514,4,49,461,61689,50391,1452,9846,BANTEN
7/9/2021,124,1,3,120,12447,10411,251,1785,SULAWESI TENGGARA
7/10/2021,214,0,74,140,13680,11523,493,1664,NUSA TENGGARA BARAT
7/10/2021,353,0,115,238,23286,17500,494,5292,NUSA TENGGARA TIMUR
7/10/2021,202,6,52,144,37378,34825,1097,1456,KALIMANTAN SELATAN
7/10/2021,253,3,41,209,14527,12359,212,1956,KALIMANTAN UTARA
7/10/2021,63,2,36,25,6314,5631,129,554,SULAWESI BARAT
7/10/2021,234,6,17,211,6760,4667,148,1945,MALUKU UTARA
7/10/2021,738,20,394,324,75637,68369,2039,5229,RIAU
7/10/2021,1809,38,718,1053,74369,54936,1933,17500,DAERAH ISTIMEWA YOGYAKARTA
7/10/2021,74,1,3,70,21577,11693,285,9599,PAPUA
7/10/2021,190,2,62,126,13277,9882,199,3196,PAPUA BARAT
7/10/2021,1051,26,440,585,84809,74181,2029,8599,KALIMANTAN TIMUR
7/10/2021,212,7,90,115,11883,9609,201,2073,BENGKULU
7/10/2021,133,2,16,115,20273,15529,862,3882,ACEH
7/10/2021,284,6,160,118,38324,33920,1237,3167,SUMATERA UTARA
7/10/2021,322,6,170,146,23509,20901,372,2236,KEPULAUAN BANGKA BELITUNG
7/10/2021,847,5,242,600,56522,49057,1265,6200,SUMATERA BARAT
7/10/2021,336,19,116,201,24713,19305,1167,4241,LAMPUNG
7/10/2021,12920,87,16839,-4006,649262,543744,9337,96181,DKI JAKARTA
7/10/2021,3757,163,1540,2054,290788,225464,13009,52315,JAWA TENGAH
7/10/2021,481,37,570,-126,31118,24490,675,5953,KEPULAUAN RIAU
7/10/2021,678,7,244,427,54757,48941,1625,4191,BALI
7/10/2021,298,1,0,297,17109,14369,415,2325,KALIMANTAN BARAT
7/10/2021,232,3,84,145,28040,21098,555,6387,KALIMANTAN TENGAH
7/10/2021,223,4,37,182,17649,15562,576,1511,SULAWESI UTARA
7/10/2021,134,6,86,42,14069,11976,289,1804,JAMBI
7/10/2021,135,2,30,103,14804,13017,425,1362,SULAWESI TENGAH
7/10/2021,25,1,28,-4,6188,5607,187,394,GORONTALO
7/10/2021,5096,170,4488,438,448745,361911,6448,80386,JAWA BARAT
7/10/2021,2237,193,1423,621,191933,162647,14058,15228,JAWA TIMUR
7/10/2021,191,6,5,180,10656,7713,170,2773,MALUKU
7/10/2021,573,8,203,362,67852,62843,1026,3983,SULAWESI SELATAN
7/10/2021,423,38,234,151,31569,27294,1580,2695,SUMATERA SELATAN
7/10/2021,569,8,464,97,62258,50855,1460,9943,BANTEN
7/10/2021,116,5,21,90,12563,10432,256,1875,SULAWESI TENGGARA
7/11/2021,503,1,53,449,14183,11576,494,2113,NUSA TENGGARA BARAT
7/11/2021,474,3,57,414,23760,17557,497,5706,NUSA TENGGARA TIMUR
7/11/2021,120,6,35,79,37498,34860,1103,1535,KALIMANTAN SELATAN
7/11/2021,282,4,56,222,14809,12415,216,2178,KALIMANTAN UTARA
7/11/2021,80,1,23,56,6394,5654,130,610,SULAWESI BARAT
7/11/2021,184,3,19,162,6944,4686,151,2107,MALUKU UTARA
7/11/2021,653,15,373,265,76290,68742,2054,5494,RIAU
7/11/2021,1895,50,710,1135,76264,55646,1983,18635,DAERAH ISTIMEWA YOGYAKARTA
7/11/2021,89,0,13,76,21666,11706,285,9675,PAPUA
7/11/2021,199,0,86,113,13476,9968,199,3309,PAPUA BARAT
7/11/2021,1134,53,422,659,85943,74603,2082,9258,KALIMANTAN TIMUR
7/11/2021,161,17,111,33,12044,9720,218,2106,BENGKULU
7/11/2021,67,3,43,21,20340,15572,865,3903,ACEH
7/11/2021,282,4,149,129,38606,34069,1241,3296,SUMATERA UTARA
7/11/2021,263,8,155,100,23772,21056,380,2336,KEPULAUAN BANGKA BELITUNG
7/11/2021,344,19,286,39,56866,49343,1284,6239,SUMATERA BARAT
7/11/2021,326,4,44,278,25039,19349,1171,4519,LAMPUNG
7/11/2021,13133,46,20602,-7515,662395,564346,9383,88666,DKI JAKARTA
7/11/2021,2349,157,2522,-330,293137,227986,13166,51985,JAWA TENGAH
7/11/2021,651,3,500,148,31769,24990,678,6101,KEPULAUAN RIAU
7/11/2021,561,9,293,259,55318,49234,1634,4450,BALI
7/11/2021,241,6,269,-34,17350,14638,421,2291,KALIMANTAN BARAT
7/11/2021,261,3,44,214,28301,21142,558,6601,KALIMANTAN TENGAH
7/11/2021,136,2,23,111,17785,15585,578,1622,SULAWESI UTARA
7/11/2021,147,6,257,-116,14216,12233,295,1688,JAMBI
7/11/2021,184,4,63,117,14988,13080,429,1479,SULAWESI TENGAH
7/11/2021,0,0,9,-9,6188,5616,187,385,GORONTALO
7/11/2021,7147,279,4059,2809,455892,365970,6727,83195,JAWA BARAT
7/11/2021,2421,285,1466,670,194354,164113,14343,15898,JAWA TIMUR
7/11/2021,347,2,18,327,11003,7731,172,3100,MALUKU
7/11/2021,477,4,188,285,68329,63031,1030,4268,SULAWESI SELATAN
7/11/2021,388,12,239,137,31957,27533,1592,2832,SUMATERA SELATAN
7/11/2021,679,9,305,365,62937,51160,1469,10308,BANTEN
7/11/2021,237,7,44,186,12800,10476,263,2061,SULAWESI TENGGARA
7/12/2021,217,2,289,-74,14400,11865,496,2039,NUSA TENGGARA BARAT
